City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
228,Alice Springs,AU,-23.7,133.8833,56.75,72,75,0.0,broken clouds,2022-05-01 19:40:40
229,Riacho De Santana,BR,-13.6092,-42.9389,84.52,36,54,9.73,broken clouds,2022-05-01 19:40:40
230,Sarh,TD,9.1429,18.3923,87.98,42,21,3.18,few clouds,2022-05-01 19:40:41
231,Sinnamary,GF,5.3833,-52.95,81.19,76,48,11.52,scattered clouds,2022-05-01 19:40:41
232,San Rafael,AR,-34.6177,-68.3301,63.88,23,1,7.94,clear sky,2022-05-01 19:40:41
233,Lac Du Bonnet,CA,50.2536,-96.0612,34.88,97,100,13.49,overcast clouds,2022-05-01 19:40:42
234,Mackay,AU,-21.15,149.2,70.68,94,40,8.05,light rain,2022-05-01 19:40:42
235,Bac Lieu,VN,9.285,105.7244,82.2,81,94,4.76,overcast clouds,2022-05-01 19:40:43
236,Waipawa,NZ,-41.4122,175.5153,57.96,77,100,12.48,overcast clouds,2022-05-01 19:40:43
237,Port Hardy,CA,50.6996,-127.4199,53.78,71,100,6.91,overcast clouds,2022-05-01 19:40:44
238,Honolulu,US,21.3069,-157.8583,78.62,72,75,16.11,light rain,2022-05-01 19:36:33
239,Palembang,ID,-2.9167,104.7458,75.96,96,85,4.07,overcast clouds,2022-05-01 19:40:44
240,Dharchula,IN,29.85,80.5333,64.67,47,100,6.31,overcast clouds,2022-05-01 19:40:44
241,Magnor,SE,59.9511,12.1996,47.93,47,82,6.4,broken clouds,2022-05-01 19:40:45
242,Kisangani,CD,0.5167,25.2,72.46,90,100,2.62,light rain,2022-05-01 19:40:45
243,Badiraguato,MX,25.3667,-107.5167,88.7,8,100,7.45,overcast clouds,2022-05-01 19:40:46
244,Gornyy,RU,55.1153,83.9059,45.43,83,100,4.7,overcast clouds,2022-05-01 19:40:46
245,Ancud,CL,-41.8697,-73.8203,53.65,84,72,6.76,broken clouds,2022-05-01 19:40:46
246,Miloslavskoye,RU,53.5815,39.4399,41.94,59,100,7.02,overcast clouds,2022-05-01 19:40:47
247,Sibolga,ID,1.7427,98.7792,76.14,89,100,3.27,overcast clouds,2022-05-01 19:40:47
248,Xai-Xai,MZ,-25.0519,33.6442,69.53,81,3,8.28,light rain,2022-05-01 19:40:48
249,Ketchikan,US,55.3422,-131.6461,45.07,93,100,10.36,mist,2022-05-01 19:39:12
250,Flin Flon,CA,54.7682,-101.865,31.84,80,100,11.5,overcast clouds,2022-05-01 19:40:48
251,Vanderhoof,CA,54.0166,-124.0198,57.0,41,100,7.67,overcast clouds,2022-05-01 19:39:22
252,Sisimiut,GL,66.9395,-53.6735,31.17,62,11,6.46,few clouds,2022-05-01 19:40:49
253,Chokurdakh,RU,70.6333,147.9167,19.8,99,82,10.6,broken clouds,2022-05-01 19:40:49
254,Beringovskiy,RU,63.05,179.3167,14.94,87,95,14.09,overcast clouds,2022-05-01 19:40:49
255,Porto Walter,BR,-8.2686,-72.7439,90.05,47,65,0.51,broken clouds,2022-05-01 19:40:50
256,Healdsburg,US,38.6105,-122.8692,78.98,34,0,3.0,clear sky,2022-05-01 19:40:50
257,Geraldton,AU,-28.7667,114.6,54.01,82,0,4.61,clear sky,2022-05-01 19:40:51
258,Srednekolymsk,RU,67.45,153.6833,31.23,89,100,1.99,overcast clouds,2022-05-01 19:37:05
259,Luena,AO,-11.7833,19.9167,59.61,63,26,4.52,scattered clouds,2022-05-01 19:40:51
260,Yuncheng,CN,35.0231,110.9928,52.68,33,0,3.71,clear sky,2022-05-01 19:40:52
261,Rabaul,PG,-4.1967,152.1721,79.32,79,18,2.95,few clouds,2022-05-01 19:40:52
262,Hanzhong,CN,33.0728,107.0303,49.19,51,34,1.81,scattered clouds,2022-05-01 19:40:52
263,Bilibino,RU,68.0546,166.4372,10.92,77,45,1.99,scattered clouds,2022-05-01 19:40:53
264,Turinskaya Sloboda,RU,57.6232,64.3858,40.03,88,96,9.66,light rain,2022-05-01 19:40:53
265,Castro,BR,-24.7911,-50.0119,67.08,84,39,4.76,scattered clouds,2022-05-01 19:40:54
266,Dickinson,US,29.4608,-95.0513,86.04,77,75,11.5,broken clouds,2022-05-01 19:40:54
267,Sao Filipe,CV,14.8961,-24.4956,74.34,73,0,11.41,clear sky,2022-05-01 19:40:55
268,Vaitape,PF,-16.5167,-151.75,80.85,73,19,10.69,light rain,2022-05-01 19:40:55
269,Miajadas,ES,39.1513,-5.9084,62.78,47,2,9.57,clear sky,2022-05-01 19:40:55
270,Bredy,RU,52.4153,60.3411,46.45,63,73,13.09,broken clouds,2022-05-01 19:40:56
271,Garowe,SO,8.4054,48.4845,82.24,65,22,14.74,light rain,2022-05-01 19:40:56
272,Codrington,AU,-38.2667,141.9667,58.89,82,100,8.46,overcast clouds,2022-05-01 19:40:57
273,Victoria,HK,22.2855,114.1577,64.94,93,100,5.99,light rain,2022-05-01 19:39:04
274,Meulaboh,ID,4.1363,96.1285,76.66,90,100,3.33,overcast clouds,2022-05-01 19:40:57
275,Maridi,SS,4.9158,29.4742,71.01,79,25,4.92,scattered clouds,2022-05-01 19:40:57
276,Kayes,ML,14.0,-11.0,99.97,20,51,4.72,broken clouds,2022-05-01 19:40:58
277,Sitka,US,57.0531,-135.33,48.09,71,100,8.05,overcast clouds,2022-05-01 19:40:58
278,Russkaya Polyana,UA,49.417,31.9201,48.38,67,37,3.78,scattered clouds,2022-05-01 19:40:59
279,San Cristobal,VE,7.7669,-72.225,86.18,61,25,6.26,scattered clouds,2022-05-01 19:38:56
280,Pisco,PE,-13.7,-76.2167,69.85,68,0,6.91,clear sky,2022-05-01 19:40:59
281,Skibbereen,IE,51.55,-9.2667,54.1,92,75,10.78,broken clouds,2022-05-01 19:41:00
282,Atar,MR,20.5169,-13.0499,91.33,7,0,6.35,clear sky,2022-05-01 19:41:00
283,Ilulissat,GL,69.2167,-51.1,26.62,43,0,5.75,clear sky,2022-05-01 19:38:57
284,Liku,ID,-0.7275,119.8922,75.83,87,64,2.71,broken clouds,2022-05-01 19:41:00
285,Mocuba,MZ,-16.8392,36.9856,65.25,97,0,3.42,clear sky,2022-05-01 19:41:01
286,Masumbwe,TZ,-3.6333,32.1833,63.45,92,99,3.33,light rain,2022-05-01 19:41:01
287,Alto Araguaia,BR,-17.3147,-53.2153,81.3,47,9,4.03,clear sky,2022-05-01 19:41:02
288,Camopi,GF,3.1655,-52.3158,80.91,75,73,5.28,broken clouds,2022-05-01 19:41:02
289,Moose Factory,CA,51.2585,-80.6094,48.2,57,0,16.11,clear sky,2022-05-01 19:38:44
290,Vostok,RU,46.4856,135.8833,28.31,89,96,2.95,overcast clouds,2022-05-01 19:40:17
291,Nantucket,US,41.2835,-70.0995,62.74,60,0,10.36,clear sky,2022-05-01 19:41:03
292,Arawa,PG,-6.2132,155.5367,76.3,92,93,0.87,overcast clouds,2022-05-01 19:41:03
293,Hailey,US,43.5196,-114.3153,54.81,62,75,8.05,broken clouds,2022-05-01 19:41:04
294,Severo-Kurilsk,RU,50.6789,156.125,34.34,86,80,10.09,broken clouds,2022-05-01 19:38:58
295,Half Moon Bay,US,37.4636,-122.4286,74.88,52,0,19.57,clear sky,2022-05-01 19:39:27
296,Liwonde,MW,-15.0506,35.2035,62.56,84,0,2.28,clear sky,2022-05-01 19:41:04
297,Pinega,RU,64.7001,43.3936,24.58,87,51,4.94,broken clouds,2022-05-01 19:41:05
298,Ahipara,NZ,-35.1667,173.1667,59.88,85,100,5.55,overcast clouds,2022-05-01 19:41:05
299,Laurens,US,32.4502,-82.9165,86.43,49,40,4.61,scattered clouds,2022-05-01 19:37:03
300,Mahajanga,MG,-15.7167,46.3167,80.62,74,20,4.61,few clouds,2022-05-01 19:41:06
301,Metro,ID,-5.1131,105.3067,75.24,93,98,4.76,overcast clouds,2022-05-01 19:41:06
302,Maceio,BR,-9.6658,-35.7353,83.64,69,40,10.36,scattered clouds,2022-05-01 19:41:07
303,Vanimo,PG,-2.6741,141.3028,76.96,90,96,4.63,moderate rain,2022-05-01 19:41:07
304,Noumea,NC,-22.2763,166.4572,77.0,99,91,10.58,overcast clouds,2022-05-01 19:41:07
305,Kars,TR,40.602,43.095,46.85,100,75,11.5,light intensity shower rain,2022-05-01 19:41:08
306,Salon,IN,26.0333,81.45,88.29,39,3,13.8,clear sky,2022-05-01 19:41:08
307,Bulungu,CD,-4.55,18.6,70.66,97,90,4.21,light rain,2022-05-01 19:41:09
308,Abu Kamal,SY,34.4506,40.9171,73.08,50,0,6.69,clear sky,2022-05-01 19:41:09
309,Tual,ID,-5.6667,132.75,83.61,74,74,12.53,light rain,2022-05-01 19:41:10
310,Beian,NO,63.6559,9.5683,47.55,76,75,24.16,broken clouds,2022-05-01 19:41:10
311,Sisophon,KH,13.5859,102.9737,77.45,88,100,5.44,moderate rain,2022-05-01 19:41:10
312,Tateyama,JP,34.9833,139.8667,60.1,83,100,9.66,overcast clouds,2022-05-01 19:41:11
313,Salalah,OM,17.0151,54.0924,86.09,84,40,6.91,scattered clouds,2022-05-01 19:41:11
314,Morondava,MG,-20.2833,44.2833,74.44,73,0,12.93,clear sky,2022-05-01 19:41:12
315,Chapleau,CA,47.8405,-83.4034,50.09,40,100,13.8,overcast clouds,2022-05-01 19:41:12
316,Sechura,PE,-5.5569,-80.8222,76.32,63,42,13.42,scattered clouds,2022-05-01 19:41:12
317,Ronne,DK,55.1009,14.7066,44.51,81,75,3.44,broken clouds,2022-05-01 19:41:13
318,Emerald,AU,-23.5333,148.1667,66.34,82,75,6.91,broken clouds,2022-05-01 19:39:30
319,Aksarka,RU,66.5606,67.7975,8.94,91,15,5.77,few clouds,2022-05-01 19:41:14
320,Sakakah,SA,29.9697,40.2064,78.37,28,0,14.16,clear sky,2022-05-01 19:41:14
321,Kangaatsiaq,GL,68.3065,-53.4641,21.07,74,1,9.75,clear sky,2022-05-01 19:41:14
322,Rio Grande,BR,-32.035,-52.0986,71.71,68,0,10.47,clear sky,2022-05-01 19:41:15
323,Roma,US,43.2128,-75.4557,70.38,25,0,6.91,clear sky,2022-05-01 19:39:37
324,Kokoda,PG,-8.8785,147.7407,74.39,97,91,0.78,overcast clouds,2022-05-01 19:41:15
325,Shirokiy,RU,49.758,129.523,39.07,55,92,4.32,overcast clouds,2022-05-01 19:41:16
326,Talara,PE,-4.5772,-81.2719,75.96,64,0,14.97,clear sky,2022-05-01 19:41:16
327,College,US,64.8569,-147.8028,53.29,40,100,6.91,overcast clouds,2022-05-01 19:41:17
328,Tocopilla,CL,-22.092,-70.1979,67.73,71,18,8.77,few clouds,2022-05-01 19:41:17
329,Camocim,BR,-2.9022,-40.8411,80.96,85,85,7.27,overcast clouds,2022-05-01 19:41:18
330,Nambucca Heads,AU,-30.65,153.0,62.6,82,24,4.9,few clouds,2022-05-01 19:41:18
331,Syamzha,RU,60.0158,41.0614,29.5,95,57,5.01,broken clouds,2022-05-01 19:41:19
332,Goodyear,US,33.4353,-112.3582,95.83,8,0,14.97,clear sky,2022-05-01 19:41:19
333,Pangnirtung,CA,66.1451,-65.7125,26.6,93,100,9.22,light snow,2022-05-01 19:41:20
334,Ostrovnoy,RU,68.0531,39.5131,18.64,89,80,7.85,broken clouds,2022-05-01 19:41:20
335,Marystown,CA,47.1666,-55.1483,42.26,88,100,5.19,overcast clouds,2022-05-01 19:41:20
336,Larsnes,NO,62.2028,5.5773,48.61,76,95,12.48,overcast clouds,2022-05-01 19:41:21
337,Kotka,FI,60.4664,26.9458,43.86,80,40,8.1,scattered clouds,2022-05-01 19:41:21
338,Lodja,CD,-3.4833,23.4333,67.44,97,100,2.19,overcast clouds,2022-05-01 19:41:22
339,Lethem,GY,3.3803,-59.7968,93.38,34,24,17.25,few clouds,2022-05-01 19:41:22
340,Goderich,CA,43.7501,-81.7165,53.92,76,100,18.41,overcast clouds,2022-05-01 19:37:17
341,Hopkinsville,US,36.8656,-87.4886,77.07,53,0,15.32,clear sky,2022-05-01 19:36:29
342,Inhambane,MZ,-23.865,35.3833,67.98,94,20,0.0,few clouds,2022-05-01 19:39:35
343,Lerwick,GB,60.1545,-1.1494,46.4,95,100,9.42,overcast clouds,2022-05-01 19:41:23
344,Namibe,AO,-15.1961,12.1522,74.46,66,9,8.79,clear sky,2022-05-01 19:41:23
345,Avera,US,33.194,-82.5271,84.54,54,100,7.67,overcast clouds,2022-05-01 19:41:24
346,San Patricio,US,28.017,-97.5169,90.32,56,66,18.72,broken clouds,2022-05-01 19:38:54
347,Hasaki,JP,35.7333,140.8333,50.4,72,100,19.53,overcast clouds,2022-05-01 19:41:24
348,Safaga,EG,26.7292,33.9365,79.39,38,10,8.97,clear sky,2022-05-01 19:41:25
349,Outjo,NA,-20.1167,16.15,71.76,30,81,4.43,broken clouds,2022-05-01 19:41:25
350,Tabou,CI,4.423,-7.3528,80.92,80,95,7.94,overcast clouds,2022-05-01 19:41:25
351,Waingapu,ID,-9.6567,120.2641,77.9,87,95,8.95,overcast clouds,2022-05-01 19:41:26
352,Saint-Joseph,RE,-21.3667,55.6167,73.78,81,2,2.86,clear sky,2022-05-01 19:41:26
353,Meiktila,MM,20.8667,95.8667,86.81,43,26,4.99,scattered clouds,2022-05-01 19:41:27
354,Samarai,PG,-10.6167,150.6667,79.92,81,37,7.92,light rain,2022-05-01 19:41:27
355,Dumas,US,35.8656,-101.9732,75.61,29,40,29.93,scattered clouds,2022-05-01 19:41:27
356,Elat,IL,29.5581,34.9482,82.24,23,0,6.91,clear sky,2022-05-01 19:41:28
357,Vila Franca Do Campo,PT,37.7167,-25.4333,64.81,79,43,2.53,scattered clouds,2022-05-01 19:41:28
358,Tashara,RU,55.5195,83.5094,44.02,79,100,6.11,overcast clouds,2022-05-01 19:41:29
359,Shimoni,KE,-4.6476,39.3817,80.82,77,22,18.05,light rain,2022-05-01 19:41:29
360,Birakan,RU,49.0167,131.7,33.15,84,100,0.54,overcast clouds,2022-05-01 19:41:30
361,Marsabit,KE,2.3284,37.9899,66.58,80,99,12.62,overcast clouds,2022-05-01 19:41:30
362,Juneau,US,58.3019,-134.4197,46.85,92,100,11.5,light rain,2022-05-01 19:41:30
363,Adre,TD,13.4667,22.2,86.43,10,68,2.64,broken clouds,2022-05-01 19:41:31
364,Jurm,AF,36.8648,70.8342,68.32,33,43,3.42,scattered clouds,2022-05-01 19:41:31
365,Kutum,SD,14.2,24.6667,82.71,9,42,8.28,scattered clouds,2022-05-01 19:41:32
366,Laguna,US,38.421,-121.4238,75.49,35,0,16.11,clear sky,2022-05-01 19:40:14
367,Port Blair,IN,11.6667,92.75,78.84,94,40,2.3,mist,2022-05-01 19:41:32
368,Tarko-Sale,RU,64.9225,77.785,21.02,86,57,10.2,broken clouds,2022-05-01 19:41:33
369,Deep River,CA,46.1001,-77.4995,64.94,42,89,11.88,overcast clouds,2022-05-01 19:41:33
370,Rehti,IN,22.7333,77.4333,92.88,22,35,9.4,scattered clouds,2022-05-01 19:41:33
371,Aklavik,CA,68.2191,-135.0107,44.6,53,40,8.05,scattered clouds,2022-05-01 19:41:34
372,Alyangula,AU,-13.8483,136.4192,69.67,100,6,0.0,clear sky,2022-05-01 19:41:34
373,Namatanai,PG,-3.6667,152.4333,79.29,82,55,5.86,light rain,2022-05-01 19:41:35
374,Baie-Comeau,CA,49.2168,-68.1489,44.28,65,0,8.05,clear sky,2022-05-01 19:41:35
375,Mosquera,CO,4.7059,-74.2302,68.09,49,75,12.66,broken clouds,2022-05-01 19:41:35
376,Port Macquarie,AU,-31.4333,152.9167,57.88,69,95,3.51,overcast clouds,2022-05-01 19:41:36
377,Broome,US,42.2506,-75.833,71.53,24,100,5.01,overcast clouds,2022-05-01 19:41:36
378,Moramanga,MG,-18.9333,48.2,63.75,99,6,2.21,clear sky,2022-05-01 19:41:37
379,Murgab,TM,37.4966,61.9714,71.47,53,100,13.8,overcast clouds,2022-05-01 19:41:37
380,Nome,US,64.5011,-165.4064,39.27,65,0,23.02,clear sky,2022-05-01 19:41:37
381,Vila,PT,42.0304,-8.1588,48.7,79,12,3.22,few clouds,2022-05-01 19:41:38
382,Aparecida Do Taboado,BR,-20.0867,-51.0936,88.47,30,35,5.35,scattered clouds,2022-05-01 19:37:39
383,Zlobin,HR,45.2924,14.6541,52.9,66,75,19.57,light rain,2022-05-01 19:41:38
384,Rancho Palos Verdes,US,33.7445,-118.387,75.42,72,40,8.99,scattered clouds,2022-05-01 19:41:39
385,Aripuana,BR,-9.1667,-60.6333,85.05,69,82,0.51,broken clouds,2022-05-01 19:40:14
386,Los Llanos De Aridane,ES,28.6585,-17.9182,66.13,82,0,13.8,clear sky,2022-05-01 19:41:39
387,Nidzica,PL,53.3605,20.4275,49.59,83,100,5.84,overcast clouds,2022-05-01 19:41:40
388,Abatskoye,RU,56.2875,70.4555,36.16,99,100,3.62,overcast clouds,2022-05-01 19:41:40
389,Sola,VU,-13.8833,167.55,81.82,72,100,2.86,overcast clouds,2022-05-01 19:41:40
390,Brae,GB,60.3964,-1.353,46.94,93,100,8.43,overcast clouds,2022-05-01 19:41:41
391,San Rafael Del Sur,NI,11.8485,-86.4384,94.17,51,100,6.38,overcast clouds,2022-05-01 19:41:41
392,Bowen,AU,-20.0167,148.2333,69.28,88,38,9.91,scattered clouds,2022-05-01 19:41:42
393,Tyup,KG,42.7276,78.3648,53.78,44,85,1.95,overcast clouds,2022-05-01 19:41:42
394,Berberati,CF,4.2612,15.7922,72.21,71,21,1.14,few clouds,2022-05-01 19:41:43
395,Alta Floresta,BR,-9.8756,-56.0861,91.22,52,40,3.44,scattered clouds,2022-05-01 19:41:43
396,Mapiripan,CO,2.8892,-72.1256,85.14,64,100,1.07,overcast clouds,2022-05-01 19:41:43
397,Abalak,RU,58.1286,68.5944,36.27,76,100,5.21,overcast clouds,2022-05-01 19:41:44
398,Yinchuan,CN,38.4681,106.2731,56.52,13,9,4.38,clear sky,2022-05-01 19:41:44
399,Ban Nahin,LA,18.2418,104.2122,70.48,61,91,5.06,overcast clouds,2022-05-01 19:41:45
400,Mangrol,IN,21.1167,70.1167,82.63,89,0,10.11,clear sky,2022-05-01 19:41:45
401,Sangamner,IN,19.5667,74.2167,79.21,63,3,10.33,clear sky,2022-05-01 19:41:45
402,Mecca,SA,21.4267,39.8261,84.51,60,3,4.21,clear sky,2022-05-01 19:41:46
403,Sorland,NO,67.667,12.6934,40.86,79,100,23.13,light rain,2022-05-01 19:41:46
404,Vauvert,FR,43.7,4.2833,64.36,42,0,6.91,clear sky,2022-05-01 19:41:47
405,Isangel,VU,-19.55,169.2667,79.25,88,93,7.34,light rain,2022-05-01 19:41:47
406,Pangoa,PE,-12.1167,-73.0,83.52,53,61,3.47,broken clouds,2022-05-01 19:41:47
407,Qaqortoq,GL,60.7167,-46.0333,40.03,81,42,5.99,scattered clouds,2022-05-01 19:41:48
408,Kavaratti,IN,10.5669,72.642,84.49,72,69,9.86,broken clouds,2022-05-01 19:41:48
409,Puerto Narino,CO,-3.7703,-70.3831,81.66,87,77,0.89,broken clouds,2022-05-01 19:41:49
410,Muroto,JP,33.2833,134.15,58.68,66,100,2.98,overcast clouds,2022-05-01 19:41:49
411,Roquetas De Mar,ES,36.7642,-2.6148,69.62,61,95,10.31,overcast clouds,2022-05-01 19:41:50
412,Tayu,ID,-6.5397,111.0518,78.58,90,100,8.95,overcast clouds,2022-05-01 19:41:50
413,Hailar,CN,49.2,119.7,38.26,40,99,10.31,overcast clouds,2022-05-01 19:41:50
414,Podgornoye,RU,51.735,39.1496,35.82,60,0,0.0,clear sky,2022-05-01 19:41:51
415,Phulji,PK,26.8825,67.6807,96.87,20,54,15.5,broken clouds,2022-05-01 19:41:51
416,New Albany,US,38.2856,-85.8241,78.89,30,0,21.85,clear sky,2022-05-01 19:40:13
417,Soc Trang,VN,9.6033,105.98,80.42,86,94,3.18,overcast clouds,2022-05-01 19:41:52
418,Raudeberg,NO,61.9875,5.1352,45.27,81,98,18.54,overcast clouds,2022-05-01 19:41:52
419,Linxia,CN,35.6003,103.2064,39.63,62,0,3.83,clear sky,2022-05-01 19:41:53
420,Sorong,ID,-0.8833,131.25,78.64,87,100,6.6,overcast clouds,2022-05-01 19:41:53
421,Kieta,PG,-6.2167,155.6333,78.6,85,96,2.57,overcast clouds,2022-05-01 19:41:53
422,Kroya,ID,-7.6331,109.2461,77.16,89,41,3.38,scattered clouds,2022-05-01 19:41:54
423,Mnogovershinnyy,RU,53.9353,139.9242,25.9,98,100,1.52,overcast clouds,2022-05-01 19:41:54
424,Livingstone,ZM,-17.8419,25.8543,64.69,51,9,3.04,clear sky,2022-05-01 19:41:55
425,Itarema,BR,-2.9248,-39.9167,80.53,81,89,13.85,overcast clouds,2022-05-01 19:41:55
426,Yendi,GH,9.4427,-0.0099,86.29,51,100,4.14,overcast clouds,2022-05-01 19:41:55
427,Bealanana,MG,-14.55,48.7333,62.49,93,72,1.83,broken clouds,2022-05-01 19:41:56
428,Champerico,GT,14.3,-91.9167,93.74,64,72,9.44,broken clouds,2022-05-01 19:41:56
429,Sibu,MY,2.3,111.8167,77.31,94,40,0.0,scattered clouds,2022-05-01 19:41:57
430,Marawi,PH,7.9986,124.2928,70.0,97,97,0.96,overcast clouds,2022-05-01 19:41:57
431,Dongsheng,CN,39.8161,109.9776,49.96,23,97,8.88,overcast clouds,2022-05-01 19:41:57
432,Solnechnyy,RU,50.7214,136.6319,28.58,96,89,3.6,overcast clouds,2022-05-01 19:41:58
433,Zhigansk,RU,66.7697,123.3711,9.07,94,63,13.76,broken clouds,2022-05-01 19:41:58
434,Oranjemund,NA,-28.55,16.4333,62.38,47,0,4.72,clear sky,2022-05-01 19:41:59
435,Mayo,US,38.8876,-76.5119,65.07,82,100,10.36,heavy intensity rain,2022-05-01 19:41:35
436,Rawatsar,IN,29.2833,74.3833,90.43,19,0,12.62,clear sky,2022-05-01 19:41:59
437,Belomorsk,RU,64.5232,34.7668,33.04,90,100,2.51,overcast clouds,2022-05-01 19:42:00
438,Celestun,MX,20.8667,-90.4,86.41,63,15,14.85,few clouds,2022-05-01 19:42:00
439,Awbari,LY,26.5921,12.7805,72.21,36,0,19.33,clear sky,2022-05-01 19:42:00
440,Zhezkazgan,KZ,47.8043,67.7144,62.73,51,97,8.21,overcast clouds,2022-05-01 19:42:01
441,Alta,NO,69.9689,23.2717,33.19,73,75,9.22,broken clouds,2022-05-01 19:42:01
442,General Bravo,MX,25.8,-99.1667,96.3,35,55,24.56,broken clouds,2022-05-01 19:42:02
443,Baherden,TM,38.4362,57.4316,64.54,83,100,3.69,light rain,2022-05-01 19:42:02
444,Vrangel,RU,42.7297,133.0839,38.86,90,41,4.47,scattered clouds,2022-05-01 19:42:03
445,Dong Hoi,VN,17.4833,106.6,67.57,93,100,18.88,overcast clouds,2022-05-01 19:42:03
446,Rabo De Peixe,PT,37.8,-25.5833,63.91,77,20,9.22,few clouds,2022-05-01 19:42:03
447,Nabire,ID,-3.3667,135.4833,75.29,93,99,4.09,overcast clouds,2022-05-01 19:42:04
448,Poopo,BO,-18.3667,-66.9667,63.37,17,2,6.73,clear sky,2022-05-01 19:42:04
449,Fjerritslev,DK,57.0813,9.2664,48.06,73,73,6.13,broken clouds,2022-05-01 19:42:05
450,Lasa,IT,46.6166,10.7002,52.68,90,99,4.43,overcast clouds,2022-05-01 19:42:05
451,Oriximina,BR,-1.7656,-55.8661,83.61,79,27,2.42,heavy intensity rain,2022-05-01 19:42:05
452,Amahai,ID,-3.3333,128.9167,78.66,86,67,2.53,broken clouds,2022-05-01 19:42:06
453,Porto Nacional,BR,-10.7081,-48.4172,89.6,66,94,2.86,overcast clouds,2022-05-01 19:42:06
454,Taoudenni,ML,22.6783,-3.9836,83.53,18,2,9.8,clear sky,2022-05-01 19:42:07
455,Iisalmi,FI,63.5592,27.1907,28.51,95,99,3.56,overcast clouds,2022-05-01 19:42:07
